Area,Elevacao
100,155.5
96.94282689,165.5
88.86977237,175.5
71.90643197,185.5
51.16960032,195.5
31.9944415,205.5
17.96089201,215.5
11.64471943,225.5
8.632212811,235.5
6.104420328,245.5
3.988552144,255.5
3.075370566,265.5
2.335892006,275.5
1.617919534,285.5
1.091847538,295.5
0.681577554,305.5
0.406961355,315.5
0.234912652,325.5
0.114147697,335.5
0.056246691,345.5
0.023160402,355.5
0.011580201,365.5
